DRIVER,CUSTID,LOCATION,CLUB_NAME,STARTS,WINS,AVG_START_POS,AVG_FINISH_POS,AVG_POINTS,TOP25PCNT,LAPS,LAPSLEAD,AVG_INC,CLASS,IRATING,TTRATING,TOT_CLUBPOINTS,CHAMPPOINTS
"Bob van Katwijk","67928","NL","Benelux",553,91,5,6,80,196,11879,1274,6.72,"C 2.40",4168,1337,2191,44489
"Rafael Berbegal","205036","GB","UK and I",100,35,4,4,91,67,1916,678,5.16,"B 3.64",4168,1299,966,9149
"Jonathan Holz","90794","BR","Brazil",117,43,3,4,91,65,2698,1034,5.29,"A 4.34",4167,2223,561,10695
"David Araque","128109","ES","Iberia",333,31,6,7,84,143,5273,589,4.69,"A 4.99",4167,1279,1968,27855
"Philipp Südbeck","195797","DE","DE-AT-CH",413,20,10,9,86,136,7928,251,3.4,"A 4.41",4166,1350,2877,35592
"Szabolcs Feher","102545","HU","Central-Eastern Europe",376,55,4,5,90,182,5736,753,2.79,"A 4.99",4166,1303,2305,33780
"Rebecca McGee","211151","US","Carolina",80,64,2,2,84,65,1106,728,6.03,"D 4.64",4166,1350,493,6717
"Tobias Colberg","27304","DE","DE-AT-CH",475,71,5,6,88,174,8332,1197,2.88,"A 4.27",4165,1806,2211,41655
"Peter Jensen3","83318","DK","Scandinavia",317,117,3,3,70,129,4666,767,4.79,"A 2.05",4163,1439,924,22072
"Bruno Fernandez Canosa","155925","ES","Iberia",167,25,5,6,90,81,2489,497,2.76,"A 4.57",4163,1459,1047,15070
"Mikkel Gram-Hansen","20685","DK","Scandinavia",166,51,4,4,107,90,3006,873,1.7,"A 3.11",4162,1565,731,17706
"Robert Klotz","162497","DE","DE-AT-CH",232,16,8,9,84,95,4671,156,4.68,"A 4.40",4161,1380,1850,19542
"Diego Palacios","19323","ES","Iberia",100,40,3,3,114,68,1901,826,3.74,"A 3.26",4161,1576,593,11370
"Bryan Lebo","17501","US","Pennsylvania",307,59,4,4,95,170,7347,1182,2.51,"A 4.36",4161,1476,1874,29271
"Joze Rozman","20786","SI","Central-Eastern Europe",154,48,4,5,86,91,2299,896,3.19,"A 3.56",4160,1753,849,13179
"Alex McKellar","192550","AU","Australia/NZ",921,54,6,7,75,319,14104,767,2.92,"A 3.89",4160,1598,4168,68740
"Bayram Kiyak","176200","DE","DE-AT-CH",132,26,5,6,91,70,1962,349,4.77,"A 2.48",4159,1483,834,12032
"Karl Modig","142125","SE","Scandinavia",563,32,10,9,80,143,9795,435,6.75,"A 1.44",4159,1350,2405,44908
"Nathan Saxon","71924","US","New England",189,22,5,6,85,78,4171,354,4.98,"A 2.35",4159,1565,948,15979
"Robert M Lang","43022","US","Florida",252,54,7,7,90,119,4418,1032,5.4,"A 2.34",4159,1417,1973,22610
"Aaron Likens","35241","US","Great Plains",567,140,4,5,83,196,14681,1894,2.74,"A 4.99",4157,1252,1647,47127
"Antonio Reis","119879","PT","Iberia",981,69,8,7,61,213,16503,1092,2.68,"A 4.51",4155,992,3395,59727
"Christoph Weitz","182501","DE","DE-AT-CH",518,51,7,7,75,113,11076,346,6.36,"A 3.39",4155,1299,1933,38994
"Lars Jacobsen","150799","DK","Scandinavia",331,36,6,7,83,132,5402,730,4.59,"A 2.70",4155,1502,1841,27345
"Corey Preston","113545","AU","Australia/NZ",1776,219,6,8,81,689,31858,4308,9.5,"B 3.52",4154,1665,8262,144094
"Marc De Loose","22520","BE","Benelux",921,253,4,5,98,459,21127,2921,6.02,"B 3.51",4153,1624,5094,89949
"David Barraclough","143367","GB","UK and I",1032,158,5,6,78,324,19583,972,7.51,"B 2.82",4152,1348,4173,80110
"Ivan Sole","85398","ES","Iberia",390,37,6,6,91,170,9395,776,5.2,"A 4.99",4152,1494,2064,35472
"Julian Mordig","152770","CH","DE-AT-CH",125,24,5,7,83,62,2231,411,5.74,"B 2.20",4152,1350,990,10328
"Guillem F Antunez Saurat","89899","ES","Iberia",845,229,5,5,96,470,15531,3064,5.54,"B 2.34",4149,1535,6857,80746
"Redoine Messaoud","256585","FR","France",132,12,7,9,94,54,1799,266,4.91,"B 3.62",4149,1303,844,12387
"Fredrik Rutgers","104741","SE","Scandinavia",395,53,6,6,71,110,6662,684,3.29,"A 3.38",4148,1859,1291,27930
"Robert Fagg","108717","GB","UK and I",111,52,2,3,89,47,2104,299,4.15,"A 2.56",4148,2194,568,9887
"Mel Creed","29088","US","Texas",85,33,5,4,93,43,1651,582,2.05,"A 4.45",4147,2210,291,7864
"Alex Sadler","135254","GB","UK and I",151,33,6,7,72,73,2430,644,5.66,"A 3.06",4147,1460,1053,10932
"Andre Castro","83741","US","New York",596,162,5,6,88,332,10154,2924,5.26,"A 3.37",4147,1350,3757,52707
"Stefano Balzani","15272","IT","Italy",271,42,4,6,83,107,5270,816,5.83,"B 3.22",4146,2511,1145,22555
"Stéfano Bolaños","208650","US","Florida",356,94,5,5,71,163,4426,1345,5.33,"C 2.83",4145,1350,335,25380
"Gabor Ludvig","64638","HU","Central-Eastern Europe",216,57,4,5,81,87,4341,894,4.75,"A 4.94",4145,1928,904,17582
"Andre de Vries","16571","NL","Benelux",202,61,4,4,107,117,3582,1065,3.51,"A 4.25",4145,1829,1056,21695
"Timo Tuuliainen","112740","FI","Finland",118,44,4,4,98,72,1646,680,4.99,"C 2.86",4145,1405,185,11552
"Darius Trinka","17606","US","Massachusetts",356,72,7,6,92,181,6023,1186,4.54,"B 3.41",4144,1407,2252,32887
"Jesus Saez","81537","ES","Iberia",1345,56,8,9,78,369,25914,1396,5.31,"A 3.60",4142,1303,7323,104768
"Andres Lanza","237679","UY","Hispanoamérica",254,37,5,7,89,121,4064,710,3.63,"A 4.99",4141,1350,1918,22600
"Petr Mohapl","47387","CZ","Central-Eastern Europe",63,27,2,3,114,49,1364,656,2.57,"A 4.28",4141,1309,583,7195
"Patrick Jura","196529","DE","DE-AT-CH",166,29,8,8,90,59,2788,260,4.2,"A 3.55",4141,1340,941,14932
"Yannick  Lapchin","78137","FR","France",132,42,4,6,93,77,3259,1143,4.67,"A 3.51",4140,1495,571,12323
"Gustaf Bellstam","202191","US","West",381,46,6,6,78,148,7078,652,2.94,"A 4.99",4140,1343,2524,29639
"Andrew S Leach","175414","GB","UK and I",346,17,7,7,81,129,4826,282,3.02,"B 4.79",4139,1994,1848,27972
"Braden Cohen2","171201","US","Virginias",197,73,6,4,98,123,3020,1008,9.47,"D 2.92",4139,1350,426,19399
"Kiddhy Engström","37736","SE","Scandinavia",641,81,7,7,69,178,17246,2884,4.84,"A 2.81",4138,2167,2195,44022
"Stefan Engels","134898","DE","DE-AT-CH",248,24,8,8,81,100,4888,426,3.68,"A 3.48",4138,1239,1962,20187
"Andres Prieto","45236","US","Hispanoamérica",323,79,4,6,100,167,5502,1285,4.98,"A 3.28",4137,1663,949,32206
"Liam Quinn","154558","GB","UK and I",357,26,6,6,81,130,11964,1291,4.55,"A 4.99",4133,1503,1906,28761
"Andrew Jackson","16719","US","Great Plains",342,80,4,5,96,191,6469,1502,2.98,"A 4.19",4133,1858,2157,32703
"Tim Bone","37308","US","Michigan",331,49,4,4,93,128,5631,943,2.36,"A 3.50",4133,2043,970,30663
"Hannes Thaler","72569","IT","Italy",285,16,8,9,83,91,6198,243,6.16,"A 4.43",4133,1291,1409,23705
"Michael Storm","32714","NL","Benelux",46,15,2,3,134,37,871,279,1.97,"A 2.46",4132,2270,484,6180
"Jose Telmo","39126","BR","Brazil",590,61,7,7,73,218,10593,1427,5.9,"A 3.42",4131,1599,3325,42880
"Fabio Guglielmon","26749","IT","Italy",301,43,4,6,73,104,4773,468,3.74,"A 3.26",4131,1589,1454,21964
"Daniel Araujo","146376","ES","Iberia",243,21,7,8,96,97,3956,375,3.4,"A 2.63",4130,1414,1578,23371
"Mark Denmeade","46969","AU","Australia/NZ",245,63,3,5,89,126,4045,891,3.11,"A 4.86",4129,1739,1583,21750
"Karri Keskinen","43990","FI","Finland",56,24,2,3,114,40,876,369,2.25,"A 3.74",4127,1817,416,6370
"Kevin Leu","26802","CH","DE-AT-CH",125,38,6,4,100,73,2716,733,4.79,"A 2.52",4123,1461,579,12534
"Marko Hartikainen","17761","FI","Finland",90,39,2,4,123,62,1866,860,2.71,"A 3.19",4123,2439,650,11055
"Juha Bäckman","67116","FI","Finland",236,20,5,5,82,87,5164,299,3.8,"A 4.59",4122,2021,1105,19372
"Harrison Widelitz","17027","US","New Jersey",479,147,4,4,103,294,8887,2818,2.6,"A 3.44",4121,1909,2968,49558
"Yuri Gamelkoorn","31470","NL","Benelux",209,47,5,7,93,101,4390,1375,5.39,"A 2.91",4120,1425,1353,19371
"Guy Leach","16154","AU","Australia/NZ",526,72,6,6,103,210,11652,1452,3.26,"A 4.99",4120,1740,2774,54416
"Christopher Zoechling","55269","AT","DE-AT-CH",842,190,6,6,85,431,11881,2784,5.36,"A 2.29",4119,1599,5538,71553
"Mauricio Moreira","193037","BR","Brazil",537,128,5,7,78,239,9512,2737,5.22,"A 3.78",4117,2176,3199,41738
"Ringo Wachtendorf","66012","CH","DE-AT-CH",226,32,4,5,76,73,4452,235,3.91,"A 3.42",4117,1199,942,17248
"Lewis Gillett","64095","GB","UK and I",291,53,6,7,76,119,5051,1467,4.95,"A 2.17",4116,1260,1539,21997
"Tino Goergens","85052","DE","DE-AT-CH",169,33,6,5,84,64,3370,268,5.11,"A 4.29",4114,1507,590,14200
"Bill Brown","54851","US","Florida",154,37,4,4,89,68,3956,546,2.41,"A 4.99",4114,1805,877,13728
"David Grunill","57452","GB","UK and I",406,61,5,6,61,129,7192,1035,6.82,"C 3.43",4113,1968,1296,25051
"Juan Lopez2","61765","US","Georgia",527,84,4,5,69,189,8200,1749,5.27,"A 2.69",4113,1271,82,36371
"Arkadiusz Wawrzyniak","125458","PL","Central-Eastern Europe",186,48,3,4,84,93,2375,593,4.81,"B 2.46",4113,1540,133,15591
"Jeff Tyler","158047","US","California Club",423,61,7,7,86,181,6800,998,4.38,"C 3.48",4113,1307,2747,36195
"Miquel Nogues","179159","ES","Iberia",465,49,8,8,69,142,7884,688,4.77,"A 4.56",4110,1404,2173,32466
"Alexander Bird","256071","AU","Australia/NZ",189,43,4,5,69,85,3448,569,4.47,"A 3.15",4108,1308,962,13016
"Gary Hickman","35952","GB","UK and I",146,31,3,4,99,69,3495,541,3.21,"A 3.76",4107,2081,846,14451
"Cyril Caillo","180247","ES","France",171,46,4,5,78,87,2775,1004,5.32,"B 3.62",4106,1620,1184,13294
"Mark Megens","77807","ES","Benelux",464,160,4,4,93,287,8770,2424,5.77,"C 2.31",4106,1350,1468,43055
"Pedro Najera","50432","ES","Iberia",551,129,3,5,76,225,8942,1745,4.51,"A 2.41",4106,2087,1164,41870
"Wes Richards","18165","US","Northwest",279,34,12,9,89,97,9169,936,1.86,"A 4.99",4105,1915,1201,24780
"Luis Pereira","69823","PT","Iberia",456,68,4,5,73,161,8492,1345,6.43,"B 3.40",4105,1321,232,33492
"Junya Kitaura","239313","JP","Asia",396,53,7,9,71,150,7348,925,7.04,"A 3.58",4105,1350,2605,27952
"Michele Chesini","122991","IT","Italy",79,20,7,8,95,40,2094,178,5.28,"A 3.49",4105,1317,367,7511
"Domen Gantar","96087","SI","Central-Eastern Europe",326,26,9,8,83,107,6309,344,4.73,"A 2.89",4103,1350,1547,27048
"Damon Ethakada","17330","AU","Australia/NZ",220,47,5,4,95,111,4008,764,2.3,"A 3.51",4103,1909,952,20843
"Wiktor Bubniak","17781","PL","Central-Eastern Europe",539,68,6,6,97,224,9905,963,4.39,"A 2.37",4103,2034,2752,52167
"Sam Dobie","15193","US","New England",1094,208,5,5,97,636,25304,4630,3.55,"A 4.73",4103,1616,7745,105958
"Michael Fulcher","55067","AU","Australia/NZ",565,71,5,6,101,263,12148,1416,3.92,"C 2.52",4103,1310,2220,56899
"Mikko Pohja","255524","FI","Finland",143,34,5,5,79,77,1778,551,3.3,"B 1.79",4102,1350,334,11235
"Thibault CAZAUBON7","259949","FR","France",348,26,9,9,76,106,5908,358,5.51,"A 2.38",4101,1694,1810,26473
"Ed Rest","158687","US","Carolina",914,178,6,5,70,311,14546,1063,3.58,"B 4.52",4101,1288,3770,63627
"Jamie Leveille","217022","CA","Canada",140,18,4,6,96,78,2449,346,6.67,"B 3.78",4099,1350,780,13455
"Eduard Kore","67145","EE","Central-Eastern Europe",404,14,10,10,85,110,7958,238,5.83,"A 3.50",4098,1350,2110,34274
"David J Lord","175257","AU","Australia/NZ",525,98,4,7,78,252,7615,1696,8.27,"B 2.81",4098,2639,3474,41149
"Miguel Vigo","214627","US","Florida",169,18,7,7,86,72,3014,203,4.24,"A 3.70",4097,1331,1204,14485
"Zdenek Cagas","27317","CZ","Central-Eastern Europe",172,28,5,5,99,91,3536,477,2.62,"A 3.76",4096,1938,1094,17041
"Anthony Goodale","17115","CA","Canada",241,67,4,5,77,111,4144,288,4.8,"A 3.58",4096,1504,1079,18564
"Patrick Richter","49498","DE","DE-AT-CH",276,11,9,9,90,71,5910,267,5.11,"A 3.14",4095,1404,1666,24884
"Timothy J Collins","143946","US","Carolina",104,38,4,3,95,65,1734,586,3.91,"C 4.46",4095,1350,91,9832
"Petr Dolezal2","87686","CZ","Central-Eastern Europe",90,46,2,2,98,54,1584,483,5.29,"D 3.55",4094,2484,223,8776
"Marko Jozef","36971","RS","Central-Eastern Europe",63,46,1,2,105,53,878,751,1.78,"A 2.64",4093,1523,0,6645
"Andreas Kappenberger","31269","DE","DE-AT-CH",142,14,5,5,101,60,2566,213,1.63,"A 4.99",4092,1408,693,14287
"Jorge Garrido","193032","ES","Iberia",467,68,5,7,81,198,6910,1331,6.63,"A 3.39",4091,1180,2849,38008
"Marcelo C. Vegega","97089","AR","Hispanoamérica",414,88,5,6,79,171,6828,1420,4.97,"A 4.91",4091,1536,2215,32653
"Cooper Murray","74154","AU","Australia/NZ",382,97,6,6,67,171,6877,2245,7.82,"A 4.08",4091,1326,1514,25477
"Daniel Roeper","44933","US","New York",251,115,3,4,99,177,3137,1634,4.16,"C 3.57",4091,1461,387,24803
"Vincenzo Silvestri","46854","IT","Italy",260,36,5,7,83,99,4610,773,6.52,"A 1.73",4091,1551,1608,21702
"Ian Lake","21684","AU","Australia/NZ",288,71,5,6,111,164,8043,2030,2.95,"B 4.99",4090,2170,1507,31925
"Kevin Wilmen2","153056","AU","Australia/NZ",313,60,4,5,92,173,4291,721,2.56,"A 4.46",4090,2094,2176,28673
"Rafael Cabrera","150299","ES","Iberia",245,33,5,6,82,102,4346,588,3.39,"A 3.57",4090,1506,1432,20047
"Mikko Ruskola","200672","FI","Finland",182,36,5,6,72,60,2727,140,2.72,"A 4.80",4089,1122,807,13179
"Richard Crozier","15876","GB","UK and I",633,207,6,5,117,397,16694,4508,4.7,"B 2.89",4088,1911,3731,73899
"Andrew Casey II","152970","AU","Australia/NZ",93,35,6,6,93,49,1941,679,2.66,"A 4.18",4088,1345,592,8645
"Kenneth Houseal","133728","US","Pennsylvania",188,45,5,5,88,93,3000,658,4.35,"A 3.42",4088,2029,893,16523
"Lukas Kriz","162927","CZ","Central-Eastern Europe",742,103,7,7,70,286,10937,1584,4.89,"A 2.62",4087,1419,3790,51575
"Marco Derix","77818","NL","Benelux",203,20,6,6,87,54,3531,354,4.4,"A 2.48",4086,2233,856,17584
"Arto Ihamäki","15664","FI","Finland",224,17,5,8,96,108,4816,606,2.58,"A 4.52",4086,1838,1568,21614
"Wayne C Bourke","106689","AU","Australia/NZ",1341,258,7,7,75,581,23712,4112,6.13,"A 2.23",4084,1625,7663,101245
"Gasper Trstenjak","19490","SI","Central-Eastern Europe",105,24,3,5,97,51,2580,322,4.13,"A 3.24",4083,1299,611,10137
"Reto Hartmann","125180","CH","DE-AT-CH",153,9,6,6,95,57,2750,158,3.53,"P 4.11",4083,1394,990,14552
"Miguel Ballester Izquierdo2","200910","ES","Iberia",287,68,5,7,104,151,4614,1249,4.63,"P 2.63",4082,1346,1975,29861
"Lambert Brink","39537","US","International Club",477,55,6,6,84,143,9651,457,4.42,"A 3.10",4082,1245,1910,40265
"Daniel Craft","156166","GB","UK and I",250,58,6,8,84,95,4801,508,6.3,"A 4.43",4082,1350,1470,20965
"Naoya Ohkawa","98744","JP","Asia",104,26,3,3,95,65,1767,490,3.84,"A 3.08",4081,1973,789,9846
"Marcel Möws","113678","DE","DE-AT-CH",634,115,6,8,97,295,13229,2319,4.66,"A 4.66",4080,1434,5038,61386
"Derek M Murray","56939","GB","UK and I",418,112,6,5,96,221,8369,2457,4.76,"B 2.75",4080,1526,2803,40060
"Siarhei Pakhodnia","56475","NL","Central-Eastern Europe",218,36,6,5,81,77,3754,558,4.24,"A 3.21",4080,1362,443,17626
"Konrad Garbowski","149975","PL","Central-Eastern Europe",447,17,8,9,83,110,7359,254,6.03,"A 3.33",4080,1350,2207,36911
"Bruno Linden","108201","BR","Brazil",135,47,3,4,88,74,3167,1135,5.37,"A 4.12",4079,1888,567,11921
"Johnnie Gandy Jr","20381","US","Virginias",265,83,4,4,76,108,3990,1146,3.3,"A 3.92",4079,1622,772,20019
"Bjorn Spindel","85242","SE","Scandinavia",143,32,5,6,85,61,3162,383,5.33,"A 3.69",4079,1317,733,12132
"Paolo Sergio Casula","38512","IT","Italy",64,42,3,3,104,51,1242,761,4.38,"C 2.66",4078,1454,93,6660
"Tim Ryan","116335","AU","Australia/NZ",340,75,5,8,71,152,5354,1638,6.77,"A 2.12",4078,1348,2617,24177
"Darrin Vouch","50426","AU","Australia/NZ",198,31,5,6,91,83,4321,723,3.86,"A 3.40",4077,1859,1075,18061
"Matteo Calestani","17580","IT","Italy",380,38,6,8,103,171,11028,1666,3.83,"A 4.99",4076,1648,1879,39153
"Maurice Duecker","36609","DE","DE-AT-CH",301,37,9,8,67,90,5514,734,3.7,"A 3.39",4076,1600,1259,20298
"Pasquale Iannucci","25545","US","New York",146,37,5,5,82,71,2054,576,3.81,"A 3.44",4076,1444,586,12030
"Jason Cooper2","113914","GB","UK and I",188,40,4,5,86,92,2762,651,5.95,"B 2.25",4075,1934,441,16145
"Jaroslaw Grochowski","75616","PL","Central-Eastern Europe",79,39,2,3,92,58,1384,673,4.86,"A 2.50",4075,1863,544,7267
"Anton Rieger","214993","AT","DE-AT-CH",177,25,5,7,92,96,2350,423,4.44,"B 4.22",4074,1309,1300,16317
"Martin Granberg","35742","SE","Scandinavia",246,43,5,6,84,120,4075,845,3.23,"B 4.54",4074,1621,1506,20758
"Joseph Jordan","15089","US","Mid-South",72,22,4,4,110,41,1707,458,2.32,"A 3.79",4074,1779,448,7955
"Richard Yalland","31777","CA","Canada",809,161,6,6,71,350,10094,2232,3.49,"A 3.16",4074,1300,3998,57742
"Pedro García Robles","161974","ES","Iberia",326,5,8,9,78,99,5458,76,4.58,"A 3.41",4073,1297,1818,25589
"Philipp Baur","183064","DE","DE-AT-CH",276,21,7,6,76,74,6974,551,3.76,"A 4.50",4073,1251,1181,20889
"Paul Feely","17099","AU","Australia/NZ",414,103,4,4,106,223,11257,2283,2.84,"A 4.67",4072,1798,2275,43808
"Nicholas Johnston","175893","US","Carolina",199,42,8,8,112,108,3479,620,4.93,"A 2.30",4072,1350,1695,22316
"Bart Hoogmoed","43295","NL","Benelux",368,71,5,6,89,180,4899,1054,5.88,"C 2.53",4072,1298,2357,32927
"Jarrad Thomas","55007","AU","Australia/NZ",238,47,4,4,92,135,4198,828,3.28,"A 4.81",4072,2153,1570,21975
"Piotr Sirko","34924","GB","DE-AT-CH",225,26,6,6,88,66,5188,192,4.28,"A 3.48",4072,1483,808,19850
"Sergi Maturana","243044","ES","Iberia",230,28,7,6,88,83,3700,205,6.56,"A 4.30",4069,1425,1173,20271
"Berko Methling","167149","DE","DE-AT-CH",367,13,9,12,82,84,7593,214,6.92,"A 3.45",4068,1213,2040,30263
"Colin Cunniffe","73155","GB","UK and I",347,44,5,7,84,143,6925,1179,4.38,"A 4.89",4067,2065,1965,28980
"Gianfranco Pagoto","89246","IT","Italy",125,33,4,6,84,72,2299,636,4.89,"A 4.37",4067,1552,771,10519
"Nils Carstensen","157852","DE","DE-AT-CH",286,3,12,10,78,65,5561,35,6.85,"A 2.76",4064,1338,1756,22216
"Philipp Pschill","56255","AT","DE-AT-CH",361,61,5,5,83,84,7769,564,4.26,"A 4.99",4064,2087,1207,29868
"Matthew Nethercote","51443","AU","Australia/NZ",167,18,7,7,85,58,3817,326,4.54,"B 4.54",4064,1479,903,14542
"Pete Newman","147225","GB","UK and I",414,74,6,7,67,136,6301,405,4.82,"A 4.99",4064,1560,1357,27847
"Julian Pforte Jr","205429","DE","DE-AT-CH",300,23,9,9,78,89,6880,263,4.73,"A 4.99",4062,1462,1745,23373
"Dan Berry","140725","GB","UK and I",245,27,5,7,66,87,3861,450,4.3,"A 3.39",4061,1994,1178,16171
"Ricardo Jimenez","179515","HK","Iberia",313,50,6,6,72,114,5754,516,4.66,"A 4.88",4061,1220,1715,22478
"Lance Gomez Jr","60362","US","New York",276,74,6,6,94,140,4307,790,6.25,"A 1.46",4061,1297,1129,25832
"Rick Gomez","51791","ES","Iberia",141,43,3,5,87,59,2209,683,3.81,"B 2.58",4061,1988,272,12217
"Garnet Bartlett","61982","CA","Canada",273,59,6,5,73,103,4331,435,4.77,"B 3.49",4061,1992,1299,19977
"Juuso Tontti","159893","FI","Finland",174,16,6,7,85,69,2734,235,6.07,"A 3.52",4060,1295,775,15036
"John Broadmeadow","131389","GB","UK and I",203,13,7,7,93,58,5073,344,3.51,"A 4.88",4060,1297,1181,18947
"Marco Briechle","207933","DE","DE-AT-CH",183,18,8,9,85,66,3590,262,4.17,"A 4.77",4058,1301,1448,15594
"Jeffrey Koolbergen","75427","NL","Benelux",234,33,7,8,71,94,6536,1272,6.04,"A 4.67",4058,1390,1490,16550
"Andrea Ventura","64960","US","New York",1044,164,5,6,93,471,19922,2879,4.75,"A 3.24",4058,1730,6121,96774
"John Prather","15865","US","California Club",261,89,7,6,122,154,6451,1716,2.88,"B 2.48",4057,1961,1163,31857
"J.M. Lopez","256557","CH","DE-AT-CH",71,44,3,5,116,54,1272,866,7.76,"B 2.10",4056,1350,766,8202
"Ronny Dürig","73136","DE","DE-AT-CH",516,37,6,7,80,192,12367,993,5.87,"A 4.48",4055,1652,2574,41111
"Nicolas Sanchez","68978","FR","France",233,75,5,5,78,118,2969,863,5.42,"C 2.97",4053,1356,190,18233
"Antti Levoska","16668","FI","Finland",153,15,8,7,101,56,2844,197,3.84,"A 4.14",4052,1384,1093,15511
"Tyler Majeski","138310","US","Midwest",92,43,3,3,83,64,1098,591,6.53,"D 4.91",4052,1295,0,7650
"Alon Day","103600","IL","International Club",235,101,3,4,76,142,4054,1911,3.97,"A 4.52",4052,2272,1321,17791
"Renzo A. Olivieri","58961","IT","Italy",330,26,5,6,77,116,5689,340,4.39,"A 4.78",4051,1214,1505,25402
"Tyson Meier","62396","US","Midwest",1568,154,8,8,71,571,25676,2577,5.77,"A 2.54",4050,1292,8777,110648
"Mathieu Lesly","107154","FR","France",901,195,4,6,87,450,13608,3628,5.46,"B 2.18",4050,1945,6311,78388
"Stefan A Schmidt","64822","DE","DE-AT-CH",317,55,4,6,59,85,6250,475,4.33,"A 4.65",4048,1945,882,18766
"Vivien Caplat","75208","FR","France",339,70,5,7,85,141,5648,1359,4.94,"A 4.21",4047,1611,2094,28880
"Jordy Lopez Jr","125274","US","New Jersey",574,121,6,7,101,321,9658,1988,5.92,"B 2.60",4047,1350,3855,58040
"Thomas Abad","56532","FR","France",159,33,3,5,75,71,2323,515,2.28,"C 4.99",4046,1859,840,11977
"Jason Hurst","36133","US","Midwest",118,36,7,6,81,60,8369,2782,1.86,"A 4.99",4045,2447,1019,9534
"Rob Boer","237823","NL","Benelux",203,17,5,7,90,89,3056,310,5.34,"A 3.21",4045,2544,1144,18307
"Jiri Mojak","111173","IE","UK and I",221,18,7,8,72,89,5146,477,4.76,"A 1.81",4043,1216,1534,15890
"Aurelien Bonnet","91791","US","New York",246,37,5,6,93,117,3922,619,3.81,"A 2.41",4043,1902,1440,22803
"Florian CARRE","164969","FR","France",364,44,4,5,84,149,5573,683,4.36,"B 4.99",4042,1323,1749,30469
"Patrick Voelmeke","237611","DE","DE-AT-CH",179,18,7,7,84,64,3962,48,6.72,"A 4.99",4042,1350,1160,15045
"Russell Klaesson","54941","US","California Club",329,84,4,5,69,126,6672,938,4.83,"A 3.56",4041,1946,1211,22740
"Diego Leonardo","260240","ES","Iberia",274,33,6,7,81,128,5652,614,5.5,"B 1.45",4040,1350,2031,22126
"Andre Paulo","81582","BR","Brazil",137,30,3,5,80,74,2723,616,2.65,"A 4.99",4039,1578,948,11019
"Ad Kolkman","52076","NL","Benelux",184,31,4,6,84,73,3437,609,4.11,"A 4.79",4039,2029,900,15416
"Rafal Drzaszcz","124138","GB","UK and I",401,50,5,7,87,158,6030,844,4.17,"A 2.32",4038,2324,2120,34726
"Erick Davis","66935","CA","Canada",519,29,7,7,73,151,14545,847,3.75,"A 4.61",4037,1598,2364,37959
"Rob Olejniczak","246394","US","New England",245,17,5,6,70,61,4653,420,4.91,"A 2.80",4036,3207,908,17196
"Karthik Pai","89514","US","Texas",750,58,7,6,90,288,12077,783,3.55,"A 3.35",4036,1933,4441,67794
"Rees Gould","70991","US","California Club",126,50,2,3,81,49,2375,825,3.71,"A 2.71",4036,2295,356,10152
"Alvaro Marcos","57064","ES","Iberia",219,71,4,4,96,115,3736,1176,5.6,"B 3.24",4035,1538,104,21107
"Adam Blocker","204032","US","Carolina",286,17,6,7,70,84,4139,264,5.1,"B 3.73",4035,2011,1168,20063
"Teemu Vaskilampi","257684","FI","Finland",273,49,4,6,82,119,3466,714,4.98,"B 1.85",4034,2281,1420,22475
"Chris Shearburn","15852","US","Illinois",35,22,2,2,142,30,819,458,1.03,"A 4.99",4033,1916,324,4970
"Sacha Fenestraz","179120","FR","France",295,36,8,8,72,95,4314,738,5.29,"A 2.39",4033,1270,1525,21310
